quote_number,gender,agecat,date_of_birth,credit_score,area,traffic_index,veh_age,veh_body,veh_value,numclaims,claimcst0
68098429,M,4,3/4/1962,626,A,77.5,3,UTE,1.518,0,107.4765664
71101803,F,4,3/6/1962,751,A,47,3,SEDAN,1.782,0,0
36007680,F,6,11/15/1935,734,C,147,3,SEDAN,1.804,0,22.62933053
36747321,F,3,6/27/1972,684,B,126.5,4,SEDAN,1.518,0,0
89772657,F,2,8/30/1981,,E,36,3,SEDAN,0.858,0,1788.12007
76779683,F,5,9/17/1958,723,B,109.1,3,HBACK,1.122,0,0
46931283,F,3,1/6/1974,735,B,146.8,1,STNWG,3.146,0,0
84036454,F,5,9/25/1952,705,C,142.5,4,UTE,0.715,0,86.62960786
78870252,F,3,5/20/1979,817,F,156,4,UTE,1.595,0,23.14354178
88943009,M,2,8/11/1982,527,B,151.7,2,HBACK,1.441,1,1747.597478
82211368,M,4,10/12/1969,302,B,125.9,4,SEDAN,0.638,0,2543.776392
75767022,F,4,4/26/1967,579,F,184,4,STNWG,1.397,0,2962.34918
43643840,M,5,5/30/1959,632,C,124.5,4,STNWG,1.144,0,132.5045639
62290024,F,3,1/16/1972,821,B,94.6,1,HBACK,3.322,0,0
59025372,F,3,1/14/1977,717,A,70.3,3,STNWG,2.926,0,0
33977641,F,2,8/20/1981,636,B,142.7,3,UTE,2.398,0,50.08152193
97650225,M,6,4/15/1947,644,C,135,1,HBACK,1.65,0,0
49797146,M,5,9/14/1951,841,E,79.5,4,UTE,1.98,0,0
94537934,F,4,5/17/1964,713,D,160.7,2,SEDAN,1.397,0,20.82971023
29441694,M,5,6/22/1950,775,A,73.1,4,MIBUS,1.661,0,0
55437468,M,4,11/5/1960,630,E,25.5,3,HBACK,0.803,0,0
47558335,F,2,12/22/1986,835,D,135.5,2,SEDAN,1.793,0,0
61482749,M,,8/8/1960,656,C,138,2,PANVN,3.355,0,0
39351387,M,4,10/24/1964,750,C,150,3,HBACK,0.924,0,71.00870719
78832547,F,1,5/14/1997,,A,83.5,1,SEDAN,1.76,0,1603.908733
36276985,F,5,3/29/1955,709,B,97.7,4,HBACK,0.671,0,29.96790413
84134901,F,2,1/6/1985,601,F,128,2,STNWG,3.025,0,248.3399989
89419992,M,2,12/23/1984,773,B,140.3,3,SEDAN,1.188,0,0
81342592,F,3,10/28/1972,632,E,,3,STNWG,2.189,0,320.4992424
21915566,M,4,8/24/1968,663,A,68.5,3,SEDAN,1.023,0,90.91490138
20203580,F,4,12/4/1961,704,D,102.7,2,HBACK,1.43,0,0
10970224,F,1,4/14/1990,689,C,115.5,1,HBACK,1.529,0,0
77308522,M,2,1/17/1988,660,C,145.5,4,SEDAN,0.979,0,0
17771472,F,4,4/28/1960,340,B,151.3,4,SEDAN,0.671,0,631.0257173
41133863,F,6,1/22/1942,746,D,85.6,1,STNWG,3.817,0,0
44713002,F,5,7/4/1957,701,C,,1,STNWG,7.216,0,1455.695012
81375639,M,1,8/15/1994,528,C,111,2,HBACK,1.089,0,201.0692955
69265768,M,2,3/23/1981,329,C,121.5,3,HBACK,0.99,0,2368.031835
11281023,F,3,7/9/1978,680,C,133.5,4,STNWG,0.495,0,87.87619255
21329427,M,2,12/16/1984,,E,28.5,2,UTE,2.376,0,4619.039089
74658655,F,4,8/5/1964,621,C,132,1,SEDAN,2.695,0,199.2395939
44688483,F,3,2/23/1978,419,B,114.1,1,SEDAN,2.519,1,1251.411562
33497925,F,3,11/16/1970,637,C,133.5,2,HBACK,1.826,0,0
70216722,F,4,9/25/1969,770,D,155.4,2,STNWG,2.684,0,54.81099884
20423175,M,3,7/9/1975,646,B,125.1,1,HBACK,1.903,0,165.2704385
52309929,M,3,1/11/1979,623,A,82.3,4,STNWG,1.947,0,0
63767452,M,4,11/14/1963,768,A,33.7,4,HBACK,0.715,0,0
91706455,M,,10/20/1948,517,A,114.6,2,SEDAN,2.497,0,173.9209702
18317565,F,3,3/11/1970,731,B,117.5,4,SEDAN,0.418,0,0
87320650,F,4,1/24/1960,621,B,102.5,2,SEDAN,1.881,0,0
14747748,M,4,5/13/1966,370,C,109.5,2,SEDAN,2.189,1,1938.118225
27290643,M,4,12/6/1965,359,C,126,1,PANVN,2.651,0,4473.5511
72404077,M,5,1/1/1956,674,C,150,4,MCARA,2.376,0,49.24904753
38620350,F,5,7/28/1952,794,D,44.7,1,SEDAN,2.662,0,90.93459828
37344038,M,3,2/15/1976,596,C,142.5,4,HBACK,0.451,0,116.3014985
28328952,F,2,7/1/1989,625,A,91.2,3,MIBUS,2.849,0,217.2643051
46577680,F,2,12/13/1986,681,A,70.9,3,HBACK,1.727,0,0
22303602,M,3,9/10/1977,782,F,154,4,HBACK,0.429,0,0
39835179,M,2,4/6/1988,,A,77.6,2,HBACK,1.287,0,434.418134
36116944,M,4,12/8/1961,791,C,142.5,3,HBACK,0.946,0,0
20804486,F,4,4/26/1967,726,D,99.7,1,HBACK,1.507,0,87.03488539
89832299,M,3,10/12/1977,605,C,102,1,COUPE,5.731,0,143.3259228
48261677,F,5,4/12/1950,442,A,86.1,1,SEDAN,4.598,0,355.5873816
72224614,F,2,10/10/1981,526,F,126,2,STNWG,2.86,0,354.4741266
37731309,F,,2/15/1967,625,B,,1,HBACK,1.7589,0,225.0151829
47903338,M,5,2/14/1950,715,C,144,4,COUPE,0.792,0,0
77488855,F,,11/10/1970,830,A,104.3,2,HBACK,1.804,0,0
77829816,M,3,7/8/1970,541,A,47.2,4,STNWG,1.947,0,132.2912216
76693507,M,4,9/3/1961,814,E,43.5,3,UTE,2.299,0,0
13257562,F,,10/8/1951,835,B,130.9,2,SEDAN,1.881,0,0
99521937,F,4,6/18/1963,644,F,128,3,STNWG,3.014,0,119.2746876
74671808,M,4,7/10/1963,701,B,137.6,2,STNWG,4.807,0,0
12820707,F,1,3/17/1998,662,E,40.5,3,HBACK,1.111,0,155.5934303
91216812,M,5,9/13/1953,736,C,129,3,STNWG,3.179,0,0
76994044,F,2,5/10/1988,492,B,140.8,1,HBACK,2.145,0,261.7764022
48312492,M,2,10/31/1984,465,C,114,2,STNWG,4.708,1,3270.119867
69751738,M,3,7/23/1977,661,C,100.5,3,SEDAN,1.617,0,782.6216001
42387228,M,2,2/27/1983,619,A,113.6,1,HBACK,1.738,0,247.0296961
78058539,M,5,4/16/1951,791,E,63,4,TRUCK,1.111,0,33.89984275
85151213,F,1,3/7/1991,439,A,56.4,2,HBACK,2.024,0,554.8920351
24087219,M,1,5/7/1991,663,C,147,3,SEDAN,1.254,0,32.06581099
41665005,F,4,3/24/1961,821,D,96,2,HBACK,1.397,0,0
43888877,M,3,12/15/1974,772,C,,4,HBACK,0.539,0,58.6530269
23578834,M,2,1/3/1989,648,D,87,3,SEDAN,0.979,0,52.55610333
94607486,F,2,1/24/1984,511,B,100.8,2,SEDAN,1.969,0,1080.742074
13439230,F,1,8/15/1993,,C,100.5,2,HBACK,1.639,0,614.6639278
20662707,M,2,11/6/1985,,C,109.5,4,STNWG,1.496,0,413.4195826
61759061,F,6,7/18/1949,834,A,51.5,2,SEDAN,1.573,0,0
80343148,F,5,4/23/1950,849,C,145.5,2,HBACK,1.386,0,53.32964856
47967013,F,4,4/13/1960,318,A,94.1,1,STNWG,3.498,0,6666.088735
14678192,F,3,10/22/1976,749,D,105.7,3,SEDAN,0.902,0,16.63740688
92348640,M,5,2/11/1953,843,B,75.9,4,STNWG,1.166,0,0
50955679,F,1,3/6/1996,,A,54.1,3,SEDAN,1.034,0,396.6600941
34876863,F,4,7/20/1967,619,B,90.1,3,SEDAN,1.463,0,115.8098092
50939262,M,3,7/23/1970,,C,148.5,1,STNWG,3.179,0,361.4934784
15289274,M,6,3/11/1931,583,C,130.5,2,SEDAN,1.925,0,462.1784029
44846107,M,2,11/16/1985,,B,144.3,1,SEDAN,1.683,0,3308.166692
15327346,F,3,11/19/1973,681,E,25.5,4,STNWG,2.046,0,24.7462005
60847894,M,2,5/14/1984,611,A,79.9,3,HBACK,0.847,0,169.5558619
72123389,F,2,8/15/1982,,B,125,1,SEDAN,2.178,0,87.82727368
47892673,M,3,2/28/1970,624,C,132,2,STNWG,5.841,0,0
27395824,M,2,2/21/1987,405,B,112.9,2,SEDAN,2.035,0,835.8919151
30631899,F,3,8/10/1974,669,B,89.4,2,STNWG,3.652,0,59.75609318
25199927,F,4,1/25/1965,688,D,40,3,HBACK,1.001,0,0
64369501,F,6,10/5/1947,741,A,,3,SEDAN,1.254,0,0
30735991,F,2,2/22/1984,480,C,124.5,1,SEDAN,2.97,0,2055.441023
82274518,F,,6/13/1968,806,F,136,2,SEDAN,1.914,0,0
40279709,M,2,7/2/1980,473,D,80,4,TRUCK,1.595,0,867.2849558
11773020,M,4,6/29/1961,,B,150.3,1,STNWG,5.522,0,78.57989908
85724728,F,5,1/22/1953,735,C,123,4,HBACK,0.55,0,0
75747024,M,5,6/28/1955,416,A,,2,SEDAN,2.937,0,8331.142546
91290850,M,5,5/12/1950,768,A,75.4,3,SEDAN,1.243,0,0
85543812,M,5,12/2/1957,726,E,55.5,4,STNWG,1.155,0,0
24922515,F,5,8/21/1955,757,A,54.8,3,SEDAN,1.067,0,0
72858181,M,6,9/24/1930,638,A,121,3,STNWG,2.09,0,104.8814631
52053950,M,6,1/15/1943,837,D,102.9,2,SEDAN,1.694,0,0
66155338,M,6,1/12/1947,709,C,130.5,4,SEDAN,0.748,0,0
69853633,M,4,12/3/1960,595,B,,4,SEDAN,0.385,1,608.77322
90310588,M,,8/15/1966,800,F,106,3,STNWG,3.465,0,24.08708119
36237190,M,6,10/24/1946,505,A,59.9,4,SEDAN,0.484,0,173.5166413
51362205,M,,2/13/1963,735,C,145.5,4,SEDAN,0.869,0,242.4314533
61763096,M,3,12/3/1973,557,C,144,4,STNWG,1.485,0,798.6009935
35804995,M,6,7/24/1942,551,B,104,1,HBACK,1.7039,0,523.9286239
42302168,F,4,8/23/1962,732,C,148.5,3,HBACK,1.133,0,54.89317241
58079277,F,6,12/13/1949,836,C,133.5,3,SEDAN,0.902,0,0
56595079,F,4,1/10/1965,680,A,76.9,1,HBACK,1.485,0,824.0378481
62567249,M,4,2/3/1966,707,D,132.7,4,STNWG,2.101,0,20.1573444
42778009,F,2,2/28/1986,837,A,92.9,3,PANVN,1.584,0,0
96411286,M,5,9/12/1950,655,B,120.5,4,UTE,0.429,0,141.6733656
61000815,M,4,3/14/1966,497,A,87.5,2,STNWG,5.247,0,713.3023985
72816496,F,2,6/3/1985,633,C,,2,HBACK,1.925,0,202.6664741
40271300,M,5,12/23/1951,453,C,127.5,2,STNWG,4.312,1,1424.35271
14857492,M,5,6/27/1959,758,C,138,3,SEDAN,1.067,0,0
32929440,F,4,5/28/1960,821,C,130.5,4,STNWG,1.826,0,31.35619753
96172784,F,3,8/25/1976,617,C,111,1,SEDAN,2.244,0,0
94595708,F,3,6/27/1979,574,F,142,2,STNWG,2.321,0,101.070591
45697282,M,5,3/9/1959,421,B,155.6,3,TRUCK,2.156,0,1108.42455
56573573,M,2,10/29/1989,589,B,125.6,1,SEDAN,2.926,0,360.4800711
54419232,F,6,9/21/1945,848,C,144,2,SEDAN,2.101,0,0
73655062,F,2,1/28/1989,494,C,135,4,TRUCK,0.715,0,602.6115732
29785419,M,4,3/16/1963,625,C,111,1,SEDAN,2.079,0,1732.309128
39103471,F,6,5/15/1939,778,E,15,1,SEDAN,2.519,0,0
91855056,M,,5/2/1972,402,C,142.5,4,HBACK,0.803,1,751.3221488
80495634,M,2,7/16/1985,686,A,94.3,1,UTE,4.7289,0,0
58897353,M,3,7/29/1974,676,B,,4,MIBUS,1.782,0,13.8391374
87892897,M,,10/29/1969,747,C,145.5,2,HBACK,1.32,0,0
73324242,M,4,9/15/1966,740,C,147,3,HBACK,0.979,0,0
88016188,M,4,5/4/1960,663,C,135,3,HBACK,1.529,0,0
76596120,M,4,5/16/1961,317,B,118.5,2,HBACK,2.189,0,4384.326259
97813310,F,4,3/31/1962,650,C,81,2,HBACK,1.793,0,200.5144415
27560132,F,3,8/22/1971,,A,,4,SEDAN,0.649,0,0
77525182,F,4,8/2/1965,734,C,120,3,STNWG,1.958,0,0
75857352,M,5,5/2/1950,527,D,83.5,3,SEDAN,1.474,0,226.2965226
32613427,F,3,2/13/1973,789,D,111.4,3,UTE,2.464,0,34.59166306
17294550,M,2,3/20/1983,591,B,155.1,2,UTE,3.806,0,2764.938395
34111267,M,3,12/12/1978,753,C,142.5,4,HBACK,0.594,0,18.43447063
71350383,F,2,11/16/1989,810,F,90,4,STNWG,2.651,0,110.6634569
87839471,F,3,8/22/1974,683,A,93,3,SEDAN,1.243,0,18.69085486
31875759,F,3,11/21/1974,658,A,70,4,HBACK,0.407,0,0
49643903,F,2,5/6/1987,563,A,82.1,1,STNWG,4.741,0,1045.230554
45316934,M,4,3/15/1964,767,B,133.6,3,HBACK,0.869,0,0
17080020,F,,1/5/1976,686,C,,3,MIBUS,2.343,0,100.4648667
32878077,M,4,10/23/1961,802,D,99.9,4,STNWG,2.09,0,43.86100444
84187378,F,2,3/21/1988,614,A,111.8,3,STNWG,1.265,0,154.6461994
76413964,F,3,8/13/1970,605,E,79.5,4,UTE,1.155,0,0
91242811,F,5,12/24/1951,769,A,77.4,2,SEDAN,2.222,0,0
37988766,F,4,1/30/1960,686,C,127.5,4,HBACK,0.495,0,0
40581127,F,4,9/25/1960,650,E,34.5,3,STNWG,1.155,0,167.7568643
30722918,M,1,1/4/1991,326,A,47.6,3,UTE,2.321,0,5538.595234
84120983,M,3,7/14/1975,670,B,89.7,2,HBACK,1.914,0,0
50167899,M,6,5/28/1941,615,A,32.2,4,HBACK,0.594,0,0
74017302,M,,11/21/1959,699,B,132.7,4,SEDAN,1.045,0,21.62592485
30153795,F,6,9/26/1947,306,C,142.5,3,HBACK,1.65,1,4932.872113
35953114,M,5,4/29/1956,631,D,99.8,3,SEDAN,1.177,0,79.19533415
43604008,F,4,1/1/1968,604,C,94.5,4,STNWG,2.167,0,249.5396751
66548907,M,2,12/6/1984,748,B,90.3,2,STNWG,3.652,0,190.5428255
76204791,M,3,9/20/1970,314,B,109.2,4,SEDAN,0.781,0,3251.459105
88485392,M,6,4/18/1939,825,E,10.5,4,STNWG,1.199,0,0
14565509,M,4,9/13/1965,475,E,37.5,4,STNWG,1.661,0,1685.207824
94459238,M,4,6/26/1961,423,B,137.6,4,SEDAN,1.089,1,1396.843707
91095163,F,4,6/5/1964,633,C,148.5,4,SEDAN,0.451,0,144.8952769
35466402,F,3,6/9/1972,,A,90.8,1,SEDAN,2.673,0,185.481495
57091526,M,,8/30/1973,633,A,72.2,4,STNWG,1.342,0,0
82586341,M,2,8/28/1987,,A,48.2,1,STNWG,3.223,0,458.297908
89731173,F,4,1/16/1965,747,A,73.5,2,HBACK,1.43,0,23.59023451
21819624,F,5,1/18/1954,785,C,139.5,4,SEDAN,0.924,0,84.71219371
51415241,M,6,5/2/1932,643,C,142.5,4,SEDAN,1.089,0,0
44427675,F,5,10/5/1953,553,A,71.4,3,SEDAN,1.177,0,366.836418
30993879,M,4,4/20/1964,822,C,115.5,2,PANVN,2.651,0,0
46716155,M,5,4/5/1950,824,C,112.5,3,STNWG,1.727,0,61.47055103
74932893,F,2,8/18/1986,844,D,131.1,3,SEDAN,0.968,0,25.48085433
90061930,M,,5/24/1982,313,A,112.9,3,STNWG,1.738,0,2086.907439
99282247,F,3,11/20/1970,637,E,64.5,4,UTE,1.98,0,140.5523754
75940648,F,5,1/8/1951,789,E,36,3,HBACK,0.924,0,0
88899809,F,2,1/4/1984,676,E,19.5,1,STNWG,5.126,0,0
22031585,F,4,2/14/1962,373,B,104.3,3,HBACK,1.276,0,1541.694423
40146916,F,4,11/1/1965,655,B,141.7,4,SEDAN,0.737,0,0
29961102,F,2,1/7/1989,560,D,63.2,3,HBACK,1.067,0,72.35825625
60240364,F,4,6/28/1965,827,B,103.2,4,SEDAN,0.638,0,0
64924958,F,2,8/10/1989,549,C,135,3,SEDAN,1.32,1,179.2772321
36125850,M,3,1/18/1979,618,E,84,3,SEDAN,1.474,0,1387.856699
43504058,F,4,9/19/1964,772,B,135.4,2,HBACK,1.958,0,0
43763088,M,4,12/14/1967,362,C,144,3,HBACK,1.023,0,1439.853234
28470417,F,2,8/26/1983,,A,131.9,3,HBACK,0.924,0,988.2303789
16897738,F,4,6/1/1969,327,C,127.5,4,STNWG,1.562,1,5459.524371
17610165,F,2,10/14/1986,607,A,75,3,SEDAN,1.529,0,765.062602
54511564,M,3,12/2/1972,690,C,144,2,HBACK,1.441,0,677.2695361
90679112,M,2,10/22/1986,473,D,108.8,2,STNWG,3.861,0,3272.336761
84854638,M,4,2/28/1969,643,B,97.9,2,STNWG,1.892,0,33.34206021
79076923,F,2,6/24/1982,652,C,135,2,HBACK,1.386,0,122.5269389
63572213,M,4,2/20/1962,660,B,133.5,1,PANVN,2.739,0,0
91855145,F,2,1/11/1983,311,B,94.1,4,STNWG,1.243,0,1566.355868
33883455,F,3,7/14/1971,510,B,102.5,3,HBACK,0.781,1,351.4511368
77130288,M,,10/22/1958,506,C,133.5,4,STNWG,0.627,0,540.8777798
65157017,F,,8/27/1982,620,C,121.5,4,SEDAN,0.33,0,99.2096729
96123074,F,4,6/14/1966,643,C,126,2,HBACK,1.793,0,31.88865671
74357828,F,2,8/16/1986,587,C,127.5,3,STNWG,3.41,0,360.4800711
12897375,F,2,6/10/1986,,A,77,4,HBACK,0.396,0,463.5224952
23200417,F,4,8/26/1962,689,A,62.2,3,SEDAN,1.496,0,0
26581374,M,,7/6/1974,795,F,44,2,HBACK,1.804,0,0
73316431,M,2,11/18/1983,671,A,97.1,1,SEDAN,2.178,0,0
13493982,M,3,5/27/1974,695,C,142.5,3,UTE,1.76,0,0
89989181,M,5,10/9/1953,811,C,135,2,UTE,3.971,0,109.2253142
67636252,M,2,5/30/1985,305,C,141,3,HBACK,1.221,0,10819.72409
99814742,M,2,9/26/1982,499,F,,1,STNWG,4.598,0,3244.311558
17055894,M,,9/26/1999,,A,70,3,STNWG,3.245,0,707.6889539
55796995,F,4,5/11/1961,566,B,111.5,1,STNWG,4.499,0,55.23263386
65627993,F,2,10/30/1984,674,F,102,2,HBACK,1.408,0,116.9869687
52998717,F,2,1/17/1985,,C,144,1,HBACK,1.925,0,174.9342984
74768060,F,2,7/17/1984,747,C,139.5,3,STNWG,3.344,0,0
10136046,F,5,6/22/1952,310,C,,4,HBACK,0.528,0,1101.218924
77709016,F,4,11/24/1961,761,B,118.5,2,STNWG,2.057,0,0
57635231,F,4,11/18/1962,393,B,116.1,1,SEDAN,2.904,1,6450.473032
55463818,F,5,11/3/1954,743,C,,3,SEDAN,1.122,0,0
45944309,F,3,11/21/1977,418,C,144,4,MIBUS,1.54,1,1635.200799
25872801,F,5,8/18/1950,748,A,90.3,2,SEDAN,2.508,0,0
32743791,F,2,11/8/1988,774,C,103.5,2,SEDAN,2.123,0,33.45444226
49833111,M,4,4/15/1965,836,C,133.5,1,STNWG,3.531,0,0
41306172,F,,12/12/1966,,D,55.4,3,SEDAN,1.419,0,0
30205232,F,3,12/14/1979,807,B,150.5,4,SEDAN,0.638,0,0
11767957,F,,1/17/1957,536,F,80,4,SEDAN,0.825,0,699.8772807
89742358,M,4,6/24/1965,476,C,118.5,2,SEDAN,1.991,0,814.625293
27130277,F,4,4/1/1964,830,B,145.6,2,UTE,1.595,0,0
15877079,M,,4/14/1980,845,C,121.5,3,STNWG,3.685,0,0
31919738,M,,4/26/1983,564,B,108.8,3,HBACK,1.166,0,300.4719092
21523995,M,4,12/4/1960,522,D,145.9,1,STNWG,6.776,0,10507.58998
99084110,F,4,3/5/1967,303,C,139.5,1,SEDAN,1.749,0,3097.227144
89444335,F,,4/10/1977,,C,148.5,1,HBACK,1.43,0,0
12378757,F,5,8/1/1954,715,A,83.7,2,HBACK,1.474,0,0
35611895,F,,4/8/1960,387,C,127.5,2,HBACK,1.089,1,1721.163477
21502304,F,4,8/20/1962,844,D,94.6,3,SEDAN,1.628,0,0
19730903,M,2,6/4/1988,610,A,54,3,STNWG,1.727,0,632.8287743
38656400,F,4,2/17/1967,816,B,120.6,3,HBACK,0.781,0,0
56896698,F,,2/24/1967,845,C,129,2,HBACK,1.419,0,24.39018709
56492601,M,6,2/12/1947,810,C,132,1,STNWG,8.0861,0,666.0026629
77351642,F,3,12/6/1978,434,B,108.9,3,UTE,1.562,0,3292.899039
55861156,M,4,8/5/1961,367,C,135,3,STNWG,2.035,0,2905.065671
36347976,F,5,9/18/1959,837,B,111.2,3,HBACK,1.342,0,0
87208198,F,5,12/17/1958,763,F,102,2,SEDAN,1.595,0,0
64478394,F,1,4/12/1993,664,A,61.6,2,HBACK,1.309,0,991.9455965
14096563,M,2,2/2/1980,512,B,148.6,1,SEDAN,2.3089,0,1181.005305
33684262,M,3,6/26/1979,611,C,135,2,UTE,2.871,0,24.1368271
36246151,M,6,9/13/1946,487,B,87.2,3,SEDAN,2.079,0,2389.809571
51587997,M,1,7/2/1995,,C,123,3,UTE,0.968,1,153.8287767
22559955,M,6,9/27/1948,487,C,,2,STNWG,2.189,0,2530.302113
97085470,F,1,7/14/1996,687,A,,1,SEDAN,2.002,0,235.1668051
52084932,F,2,12/10/1989,557,F,122,1,SEDAN,3.256,0,3718.821058
86346298,F,4,7/10/1968,813,C,150,1,STNWG,4.631,0,212.2889411
36579860,M,6,6/10/1937,821,B,,3,STNWG,3.421,0,31.97633389
26164309,F,6,7/4/1930,820,B,97.2,1,SEDAN,2.321,0,293.2682769
18910422,F,5,10/8/1951,837,C,148.5,4,SEDAN,1.518,0,15.46741929
39061232,M,6,4/26/1949,318,A,54.7,2,SEDAN,1.617,0,1608.20783
41964404,F,,3/5/1977,781,E,51,3,HDTOP,2.849,0,0
13841829,M,5,1/25/1951,713,D,122.2,2,SEDAN,6.523,0,620.713299
13064896,M,5,12/30/1957,668,A,92.5,4,HBACK,0.77,0,348.1059301
86689192,M,2,11/14/1985,646,D,21,2,STNWG,3.949,0,618.511079
49682453,F,1,6/8/1998,,D,109.1,2,HBACK,1.573,0,667.3683086
63387283,F,2,10/9/1985,408,F,,4,UTE,1.87,0,796.0761978
66316368,F,5,11/7/1954,764,E,46.5,4,HBACK,0.616,0,0
19013915,F,3,9/7/1977,640,A,39.2,4,STNWG,1.375,0,21.16171964
36231878,M,4,9/26/1961,834,B,85.6,2,HBACK,2.035,0,0
14459252,F,4,10/7/1965,755,C,136.5,2,SEDAN,1.694,0,0
80028403,F,2,6/12/1983,674,C,129,2,HBACK,1.43,0,33.70333771
48799471,F,,2/12/1999,695,D,83.3,1,HBACK,1.386,0,0
62809081,F,2,5/25/1985,508,C,121.5,3,SEDAN,1.221,0,567.0137313
79771915,F,2,5/22/1989,,B,,2,HBACK,1.111,0,0
15882290,M,4,4/13/1963,600,B,136.3,1,HBACK,1.914,0,71.8700346
45481921,M,2,1/2/1988,307,C,87,1,STNWG,6.985,1,11707.97295
76533289,M,2,10/29/1989,657,D,91.8,3,UTE,1.078,0,0
32174346,F,2,3/24/1983,732,B,96.9,2,HBACK,1.452,0,0
10611061,F,4,9/21/1966,813,B,,2,CONVT,10.516,0,0
41826813,F,3,6/1/1970,373,A,41.9,2,STNWG,4.301,0,2214.361016
55774768,F,4,11/4/1963,813,C,126,4,COUPE,0.638,0,54.247834
54802454,M,3,7/4/1971,643,D,102.4,2,STNWG,4.334,0,243.5296368
62197359,F,2,3/16/1981,,A,85.6,1,SEDAN,2.585,0,62.41159718
55250379,M,3,8/1/1977,620,A,76.5,3,UTE,2.706,0,0
65725002,M,3,7/23/1979,735,C,124.5,4,SEDAN,1.452,0,21.13579219
28604785,F,3,8/13/1971,753,B,108.2,1,HBACK,1.386,0,0
32032065,F,4,8/26/1966,842,C,141,4,STNWG,1.397,0,0
38302970,F,3,7/5/1970,770,A,94.4,2,HBACK,2.53,0,0
16782394,M,6,5/1/1947,490,C,112.5,2,SEDAN,1.727,0,3279.713293
78628294,M,2,8/5/1984,806,F,102,3,STNWG,3.465,0,0
44221536,F,3,11/14/1974,799,F,68,3,HBACK,0.935,0,0
56588650,M,4,10/25/1961,371,C,130.5,3,SEDAN,1.518,1,3883.730447
84674003,M,1,1/2/1990,556,F,86,4,UTE,1.408,0,281.2807435
53397672,F,4,4/25/1960,675,D,138.2,1,SEDAN,2.156,0,0
97873804,M,4,5/6/1961,681,C,142.5,3,HBACK,1.111,0,0
10186100,F,4,1/6/1962,753,C,150,2,STNWG,2.728,0,0
16646060,F,,6/18/1965,553,F,,1,STNWG,3.916,1,3187.091899
75916287,F,2,11/6/1980,339,F,92,2,STNWG,4.356,0,328.2272974
56820410,F,3,6/6/1970,761,E,28.5,4,SEDAN,0.781,0,0
49118367,M,,10/11/1938,458,B,100.4,3,SEDAN,1.43,0,3762.560291
37227310,F,,12/23/1965,455,B,115.3,1,HBACK,1.408,0,1496.498242
51952323,F,3,4/18/1972,657,C,150,3,HBACK,1.342,0,25.21293288
64539563,F,5,2/27/1950,707,C,132,2,HBACK,1.738,0,241.139607
95116256,M,,1/14/1973,513,F,126,3,STNWG,2.068,0,582.2783674
92516716,F,6,5/22/1939,649,B,102.8,3,SEDAN,1.331,0,350.9133324
30274612,F,5,12/11/1950,518,B,90.7,3,HBACK,0.891,0,459.1401593
89386758,F,4,3/9/1961,427,A,80.8,1,STNWG,2.893,0,8460.470414
10316385,F,,11/30/1981,556,B,72.7,3,HBACK,0.979,0,279.3161779
72095012,F,2,4/5/1989,520,D,88.2,4,SEDAN,0.671,0,0
84049148,F,4,12/17/1964,786,C,150,4,SEDAN,0.605,0,23.08742936
51719976,M,1,12/14/1999,382,C,129,4,UTE,1.045,1,2219.709343
43662749,F,4,12/23/1965,395,A,46,3,SEDAN,1.441,0,15131.53218
54047954,F,3,4/3/1973,607,E,24,2,UTE,3.971,0,0
98247513,F,5,10/2/1959,827,A,77.9,1,COUPE,11.121,0,149.0259545
87505354,F,4,7/2/1961,757,C,78,4,PANVN,0.506,0,91.65809495
76094726,F,1,4/28/1997,621,C,135,4,SEDAN,0.616,0,160.309498
19954235,F,4,8/22/1966,480,A,,1,SEDAN,2.277,1,1291.324537
67618094,F,5,6/22/1958,746,C,141,3,STNWG,2.035,0,0
56290568,F,6,8/17/1938,679,E,52.5,2,HBACK,1.287,0,0
98160153,M,5,4/13/1958,601,C,133.5,1,STNWG,2.97,0,1458.342835
53211579,F,2,4/9/1987,595,E,,4,SEDAN,0.792,0,0
41633981,F,3,1/20/1973,756,B,117.9,1,HBACK,1.386,0,0
41217009,F,4,7/16/1968,667,F,,4,UTE,1.023,0,0
13937472,F,1,3/23/1991,752,C,129,1,SEDAN,1.925,0,0
44152948,F,1,9/7/1999,,D,66.3,3,SEDAN,1.111,0,342.8472984
51742447,F,5,5/6/1958,799,C,132,2,SEDAN,1.661,0,77.96357789
77055095,M,5,8/2/1952,758,B,136.8,2,SEDAN,2.134,0,0
58107250,M,5,8/18/1951,832,B,109.5,4,HBACK,0.594,0,0
68700245,F,2,10/18/1985,711,C,133.5,3,SEDAN,1.397,0,101.1154316
77686751,M,2,2/11/1988,524,F,110,4,HBACK,0.88,0,444.4681429
68165633,M,6,9/5/1936,845,A,,2,HBACK,1.1,0,92.88921449
85851623,M,2,12/13/1984,589,E,40.5,2,STNWG,4.62,0,0
82286459,M,1,1/7/1997,624,C,129,2,UTE,1.947,0,95.69810028
72685475,F,1,9/4/1995,,C,150,1,HBACK,1.661,0,628.2187747
83076905,F,3,8/5/1972,619,C,133.5,4,SEDAN,0.484,0,0
84105136,F,4,4/8/1965,508,A,59.1,4,COUPE,0.77,0,619.3852981
84595571,F,5,3/18/1951,808,C,130.5,3,STNWG,1.958,0,68.3501835
